Verb,Tense,Person,English,Kurdish (Latin),Kurdish (Arabic)
Cheat,Future,I,I will cheat,ez dê ḧîla kem,ئەز دێ حیلا كەم
Cheat,Future,You,You will cheat,tu dê ḧîla key,تو دێ حیلا كەی
Cheat,Future,He/She,He/She will cheat,ew dê ḧîla ket,ئەو دێ حیلا كەت
Cheat,Future,We,We will cheat,em dê ḧîla keyn,ئەم دێ حیلا كەین
Cheat,Future,You (pl.),You will cheat,hîn dê ḧîla ken,ھین دێ حیلا كەن
Cheat,Future,They,They will cheat,ew dê ḧîla ken,ئەو دێ حیلا كەن
Chit-chat,Past,I,I chit-chatted,min siḧbet kir,من سحبەت كر
Chit-chat,Past,You,You chit-chatted,te siḧbet kir,تە سحبەت كر
Chit-chat,Past,He/She,He/She chit-chatted,ewî/ewê siḧbet kir,ئەوی/ئەوێ سحبەت كر
Chit-chat,Past,We,We chit-chatted,me siḧbet kir,مە سحبەت كر
Chit-chat,Past,You (pl.),You chit-chatted,hewe siḧbet kir,ھەوە سحبەت كر
Chit-chat,Past,They,They chit-chatted,ewan siḧbet kir,ئەوان سحبەت كر
Chit-chat,Present,I,I chit-chat,ez siḧbetê di kem,ئەز سحبەتێ د كەم
Chit-chat,Present,You,You chit-chat,tu siḧbetê di key,تو سحبەتێ د كەی
Chit-chat,Present,He/She,He/She chit-chats,ew siḧbetê di ket,ئەو سحبەتێ د كەت
Chit-chat,Present,We,We chit-chat,em siḧbetê di keyn,ئەم سحبەتێ د كەین
Chit-chat,Present,You (pl.),You chit-chat,hîn siḧbetê di ken,ھین سحبەتێ د كەن
Chit-chat,Present,They,They chit-chat,ew siḧbetê di ken,ئەو سحبەتێ د كەن
Chit-chat,Future,I,I will chit-chat,ez dê siḧbetê kem,ئەز دێ سحبەتێ كەم
Chit-chat,Future,You,You will chit-chat,tu dê siḧbetê key,تو دێ سحبەتێ كەی
Chit-chat,Future,He/She,He/She will chit-chat,ew dê siḧbetê ket,ئەو دێ سحبەتێ كەت
Chit-chat,Future,We,We will chit-chat,em dê siḧbetê keyn,ئەم دێ سحبەتێ كەین
Chit-chat,Future,You (pl.),You will chit-chat,hîn dê siḧbetê ken,ھین دێ سحبەتێ كەن
Chit-chat,Future,They,They will chit-chat,ew dê siḧbetê ken,ئەو دێ سحبەتێ كەن
Choose,Past,I,I chose,min  jê girt,من ژێ گرت
Choose,Past,You,You chose,te  jê girt,تە ژێ گرت
Choose,Past,He/She,He/She chose,ewî/ewê  jê girt,ئەوی/ئەوێ ژێ گرت
Choose,Past,We,We chose,me  jê girt,مە ژێ گرت
Choose,Past,You (pl.),You chose,hewe  jê girt,ھەوە ژێ گرت
Choose,Past,They,They chose,ewan  jê girt,ئەوان ژێ گرت
Choose,Present,I,I choose,ez  jê di girim,ئەز ژێ د گرم
Choose,Present,You,You choose,tu  jê di girî,تو ژێ د گری
Choose,Present,He/She,He/She chooses,ew  jê di girit,ئەو ژێ د گریت
Choose,Present,We,We choose,em  jê di girîn,ئەم ژێ د گرین
Choose,Present,You (pl.),You choose,hîn  jê di girin,ھین ژێ د گرن
Choose,Present,They,They choose,ew  jê di girin,ئەو ژێ د گرن
Choose,Future,I,I will choose,ez dê  jê girim,ئەز دێ ژێ گرم
Choose,Future,You,You will choose,tu dê  jê girî,تو دێ ژێ گری
Choose,Future,He/She,He/She will choose,ew dê  jê girit,ئەو دێ ژێ گریت
Choose,Future,We,We will choose,em dê  jê girîn,ئەم دێ ژێ گرین
Choose,Future,You (pl.),You will choose,hîn dê  jê girin,ھین دێ ژێ گرن
Choose,Future,They,They will choose,ew dê  jê girin,ئەو دێ ژێ گرن
Chop,Past,I,I chopped,min  şeq kir,من شەق كر
Chop,Past,You,You chopped,te  şeq kir,تە شەق كر
Chop,Past,He/She,He/She chopped,ewî/ewê  şeq kir,ئەوی/ئەوێ شەق كر
Chop,Past,We,We chopped,me  şeq kir,مە شەق كر
Chop,Past,You (pl.),You chopped,hewe  şeq kir,ھەوە شەق كر
Chop,Past,They,They chopped,ewan  şeq kir,ئەوان شەق كر
Chop,Present,I,I chop,ez  şeq di kem,ئەز شەق د كەم
Chop,Present,You,You chop,tu  şeq di key,تو شەق د كەی
Chop,Present,He/She,He/She chops,ew  şeq di ket,ئەو شەق د كەت
Chop,Present,We,We chop,em  şeq di keyn,ئەم شەق د كەین
Chop,Present,You (pl.),You chop,hîn  şeq di ken,ھین شەق د كەن
Chop,Present,They,They chop,ew  şeq di ken,ئەو شەق د كەن
Chop,Future,I,I will chop,ez dê  şeq kem,ئەز دێ شەق كەم
Chop,Future,You,You will chop,tu dê  şeq key,تو دێ شەق كەی
Chop,Future,He/She,He/She will chop,ew dê  şeq ket,ئەو دێ شەق كەت
Chop,Future,We,We will chop,em dê  şeq keyn,ئەم دێ شەق كەین
Chop,Future,You (pl.),You will chop,hîn dê  şeq ken,ھین دێ شەق كەن
Chop,Future,They,They will chop,ew dê  şeq ken,ئەو دێ شەق كەن
Circle Around Something,Past,I,I circled around,ez li dur  zivirîm,ئەز ل دور زڤریم
Circle Around Something,Past,You,You circled around,tu li dur  zivirî,تو ل دور زڤری
Circle Around Something,Past,He/She,He/She circled around,ew li dur  zivirî,ئەو ل دور زڤری
Circle Around Something,Past,We,We circled around,em li dur  zivirîn,ئەم ل دور زڤرین
Circle Around Something,Past,You (pl.),You circled around,hîn li dur  zivirîn,ھین ل دور زڤرین
Circle Around Something,Past,They,They circled around,ew li dur  zivirîn,ئەو ل دور زڤرین
Circle Around Something,Present,I,I circle around,ez li dur  di zivirim,ئەز ل دور د زڤرم
Circle Around Something,Present,You,You circle around,tu li dur  di zivirî,تو ل دور د زڤری
Circle Around Something,Present,He/She,He/She circles around,ew li dur  di zivirit,ئەو ل دور د زڤریت
Circle Around Something,Present,We,We circle around,em li dur  di zivirîn,ئەم ل دور د زڤرین
Circle Around Something,Present,You (pl.),You circle around,hîn li dur  di zivirin,ھین ل دور د زڤرن
Circle Around Something,Present,They,They circle around,ew li dur  di zivirin,ئەو ل دور د زڤرن
Circle Around Something,Future,I,I will circle around,ez dê li dur  zivirim,ئەز دێ ل دور زڤرم
Circle Around Something,Future,You,You will circle around,tu dê li dur  zivirî,تو دێ ل دور زڤری
Circle Around Something,Future,He/She,He/She will circle around,ew dê li dur  zivirit,ئەو دێ ل دور زڤریت
Circle Around Something,Future,We,We will circle around,em dê li dur  zivirîn,ئەم دێ ل دور زڤرین
Circle Around Something,Future,You (pl.),You will circle around,hîn dê li dur  zivirini,ھین دێ ل دور زڤرن
Circle Around Something,Future,They,They will circle around,ew dê li dur  zivirin,ئەو دێ ل دور زڤرن
Circumcise,Past,I,I circumcised, ez sinet kirim,ئەز سنەت كرم
Circumcise,Past,You,You circumcised, tu sinet kirî,تو سنەت كری
Circumcise,Past,He/She,He/She circumcised, ew sinet kir,ئەو سنەت كر
Circumcise,Past,We,We circumcised, em sinet kirîn,ئەم سنەت كرین
Circumcise,Past,You (pl.),You circumcised, hîn sinet kirin,ھین سنەت كرن
Circumcise,Past,They,They circumcised, ew sinet kirin,ئەو سنەت كرن
Circumcise,Present,I,I circumcise,ez  sinet di kem,ئەز سنەت د كەم
Circumcise,Present,You,You circumcise,tu  sinet di key,تو سنەت د كەی
Circumcise,Present,He/She,He/She circumcises,ew  sinet di ket,ئەو سنەت د كەت
Circumcise,Present,We,We circumcise,em  sinet di keyn,ئەم سنەت د كەین
Circumcise,Present,You (pl.),You circumcise,hîn  sinet di ken,ھین سنەت د كەن
Circumcise,Present,They,They circumcise,ew  sinet di ken,ئەو سنەت د كەن
Circumcise,Future,I,I will circumcise,ez dê  sinet kem,ئەز دێ سنەت كەم
Circumcise,Future,You,You will circumcise,tu dê  sinet key,تو دێ سنەت كەی
Circumcise,Future,He/She,He/She will circumcise,ew dê  sinet ket,ئەو دێ سنەت كەت
Circumcise,Future,We,We will circumcise,em dê  sinet keyn,ئەم دێ سنەت كەین
Circumcise,Future,You (pl.),You will circumcise,hîn dê  sinet ken,ھین دێ سنەت كەن
Circumcise,Future,They,They will circumcise,ew dê  sinet ken,ئەو دێ سنەت كەن
Claw,Past,I,I clawed,min pencek li  da,من پەنجەك ل دا
Claw,Past,You,You clawed,te pencek li  da,تە پەنجەك ل دا
Claw,Past,He/She,He/She clawed,ewî/ewê pencek li  da,ئەوی/ئەوێ پەنجەك ل دا
Claw,Past,We,We clawed,me pencek li  da,مە پەنجەك ل دا
Claw,Past,You (pl.),You clawed,hewe pencek li  da,ھەوە پەنجەك ل دا
Claw,Past,They,They clawed,ewan pencek li  da,ئەوان پەنجەك ل دا
Claw,Present,I,I claw,ez pencekê li  di dem,ئەز پەنجەكێ ل د دەم
Claw,Present,You,You claw,tu pencekê li  di dey,تو پەنجەكێ ل د دەی
Claw,Present,He/She,He/She claws,ew pencekê li  di det,ئەو پەنجەكێ ل د دەت
Claw,Present,We,We claw,em pencekê li  di deyn,ئەم پەنجەكێ ل د دەین
Claw,Present,You (pl.),You claw,hîn pencekê li  di den,ھین پەنجەكێ ل د دەن
Claw,Present,They,They claw,ew pencekê li  di den,ئەو پەنجەكێ ل د دەن
Claw,Future,I,I will claw,ez dê pencekê li  dem,ئەز دێ پەنجەكێ ل دەم
Claw,Future,You,You will claw,tu dê pencekê li  dey,تو دێ پەنجەكێ ل دەی
Claw,Future,He/She,He/She will claw,ew dê pencekê li  det,ئەو دێ پەنجەكێ ل دەت
Claw,Future,We,We will claw,em dê pencekê li  deyn,ئەم دێ پەنجەكێ ل دەین
Claw,Future,You (pl.),You will claw,hîn dê pencekê li  den,ھین دێ پەنجەكێ ل دەن
Claw,Future,They,They will claw,ew dê pencekê li  den,ئەو دێ پەنجەكێ ل دەن
Clean,Past,I,I cleaned, ez paqij kirim,ئەز پاقژ كرم
Clean,Past,You,You cleaned, tu paqij kirî,تو پاقژ كری
Clean,Past,He/She,He/She cleaned, ew paqij kir,ئەو پاقژ كر
Clean,Past,We,We cleaned, em paqij kirîn,ئەم پاقژ كرین
Clean,Past,You (pl.),You cleaned, hîn paqij kirin,ھین پاقژ كرن
Clean,Past,They,They cleaned, ew paqiz kirin,ئەو پاقز كرن
Clean,Present,I,I clean,ez  paqij di kem,ئەز پاقژ د كەم
Clean,Present,You,You clean,tu  paqij di key,تو پاقژ د كەی
Clean,Present,He/She,He/She cleans,ew  paqij di ket,ئەو پاقژ د كەت
Clean,Present,We,We clean,em  paqij di keyn,ئەم پاقژ د كەین
Clean,Present,You (pl.),You clean,hîn  paqij di ken,ھین پاقژ د كەن
Clean,Present,They,They clean,ew  paqij di ken,ئەو پاقژ د كەن
Clean,Future,I,I will clean,ez dê  paqij kem,ئەز دێ پاقژ كەم
Clean,Future,You,You will clean,tu dê  paqij key,تو دێ پاقژ كەی
Clean,Future,He/She,He/She will clean,ew dê  paqij ket,ئەو دێ پاقژ كەت
Clean,Future,We,We will clean,em dê  paqij keyn,ئەم دێ پاقژ كەین
Clean,Future,You (pl.),You will clean,hîn dê  paqij ken,ھین دێ پاقژ كەن
Clean,Future,They,They will clean,ew dê  paqij ken,ئەو دێ پاقژ كەن
Climb,Past,I,I climbed,ez ser  ketim,ئەز سەر كەتم
Climb,Past,You,You climbed,tu ser  ketî,تو سەر كەتی
Climb,Past,He/She,He/She climbed,ew ser  ket,ئەو سەر كەت
Climb,Past,We,We climbed,em ser  ketîn,ئەم سەر كەتین
Climb,Past,You (pl.),You climbed,hîn ser  ketin,ھین سەر كەتن
Climb,Past,They,They climbed,ew ser  ketin,ئەو سەر كەتن
Climb,Present,I,I climb,ez ser  di kevim,ئەز سەر د كەڤم
Climb,Present,You,You climb,tu ser  di kevî,تو سەر د كەڤی
Climb,Present,He/She,He/She climbs,ew ser  di kevit,ئەو سەر د كەڤیت
Climb,Present,We,We climb,em ser  di kevîn,ئەم سەر د كەڤین
Climb,Present,You (pl.),You climb,hîn ser  di kevin,ھین سەر د كەڤن
Climb,Present,They,They climb,ew ser  di kevin,ئەو سەر د كەڤن
Climb,Future,I,I will climb,ez dê ser  kevim,ئەز دێ سەر كەڤم
Climb,Future,You,You will climb,tu dê ser  kevî,تو دێ سەر كەڤی
Climb,Future,He/She,He/She will climb,ew dê ser  kevit,ئەو دێ سەر كەڤیت
Climb,Future,We,We will climb,em dê ser  kevîn,ئەم دێ سەر كەڤین
Climb,Future,You (pl.),You will climb,hîn dê ser  kevin,ھین دێ سەر كەڤن
Climb,Future,They,They will climb,ew dê ser  kevin,ئەو دێ سەر كەڤن
Close,Past,I,I closed,min  girt,من گرت
Close,Past,You,You closed,te  girt,تە گرت
Close,Past,He/She,He/She closed,ewî/ewê  girt,ئەوی/ئەوێ گرت
Close,Past,We,We closed,me  girt,مە گرت
Close,Past,You (pl.),You closed,hewe  girt,ھەوە گرت
Close,Past,They,They closed,ewan  girt,ئەوان گرت
Close,Present,I,I close,ez  di girim,ئەز د گرم
Close,Present,You,You close,tu  di girî,تو د گری
Close,Present,He/She,He/She closes,ew  di girit,ئەو د گریت
Close,Present,We,We close,em  di girîn,ئەم د گرین
Close,Present,You (pl.),You close,hîn  di girin,ھین د گرن
Close,Present,They,They close,ew  di girin,ئەو د گرن
Close,Future,I,I will close,ez dê  girim,ئەز دێ گرم
Close,Future,You,You will close,tu dê  girî,تو دێ گری
Close,Future,He/She,He/She will close,ew dê  girit,ئەو دێ گریت
Close,Future,We,We will close,em dê  girîn,ئەم دێ گرین
Close,Future,You (pl.),You will close,hîn dê  girin,ھین دێ گرن
Close,Future,They,They will close,ew dê  girin,ئەو دێ گرن
Collect Something,Past,I,I collected, ez kum kirim,ئەز كوم كرم
Collect Something,Past,You,You collected, tu kum kirî,تو كوم كری
Collect Something,Past,He/She,He/She collected, ew kir,ئەو كر
Collect Something,Past,We,We collected, em kum kirîn,ئەم كوم كرین
Collect Something,Past,You (pl.),You collected, hîn kum kirin,ھین كوم كرن
Collect Something,Past,They,They collected, ew kum kirin,ئەو كوم كرن
Collect Something,Present,I,I collect,ez  kum di kem,ئەز كوم د كەم
Collect Something,Present,You,You collect,tu  kum di key,تو كوم د كەی
Collect Something,Present,He/She,He/She collects,ew  kum di ket,ئەو كوم د كەت
Collect Something,Present,We,We collect,em  kum di keyn,ئەم كوم د كەین
Collect Something,Present,You (pl.),You collect,hîn  kum di ken,ھین كوم د كەن
Collect Something,Present,They,They collect,ew  kum di ken,ئەو كوم د كەن
Collect Something,Future,I,I will collect,ez dê  kum kem,ئەز دێ كوم كەم
Collect Something,Future,You,You will collect,tu dê  kum key,تو دێ كوم كەی
Collect Something,Future,He/She,He/She will collect,ew dê  kum ket,ئەو دێ كوم كەت
Collect Something,Future,We,We will collect,em dê  kum keyn,ئەم دێ كوم كەین
Collect Something,Future,You (pl.),You will collect,hîn dê  kum ken,ھین دێ كوم كەن
Collect Something,Future,They,They will collect,ew dê  kum ken,ئەو دێ كوم كەن
Color,Past,I,I colored,min  reng kir,من رەنگ كر
Color,Past,You,You colored,te  reng kir,تە رەنگ كر
Color,Past,He/She,He/She colored,ewî/ewê  reng kir,ئەوی/ئەوێ رەنگ كر
Color,Past,We,We colored,me  reng kir,مە رەنگ كر
Color,Past,You (pl.),You colored,hewe  reng kir,ھەوە رەنگ كر
Color,Past,They,They colored,ewan  reng kir,ئەوان رەنگ كر
Color,Present,I,I color,ez  reng di kem,ئەز رەنگ د كەم
Color,Present,You,You color,tu  reng di key,تو رەنگ د كەی
Color,Present,He/She,He/She colors,ew  reng di ket,ئەو رەنگ د كەت
Color,Present,We,We color,em  reng di keyn,ئەم رەنگ د كەین
Color,Present,You (pl.),You color,hîn  reng di ken,ھین رەنگ د كەن
Color,Present,They,They color,ew  reng di ken,ئەو رەنگ د كەن
Color,Future,I,I will color,ez dê  reng kem,ئەز دێ رەنگ كەم
Color,Future,You,You will color,tu dê  reng key,تو دێ رەنگ كەی
Color,Future,He/She,He/She will color,ew dê  reng ket,ئەو دێ رەنگ كەت
Color,Future,We,We will color,em dê  reng keyn,ئەم دێ رەنگ كەین
Color,Future,You (pl.),You will color,hîn dê  reng ken,ھین دێ رەنگ كەن
Color,Future,They,They will color,ew dê  reng ken,ئەو دێ رەنگ كەن
Come,Past,I,I came,ez hatim,ئەز ھاتم
Come,Past,You,You came,tu hatî,تو ھاتی
Come,Past,He/She,He/She came,ew hat,ئەو ھات
Come,Past,We,We came,em hatîn,ئەم ھاتین
Come,Past,You (pl.),You came,hîn hatin,ھین ھاتن
Come,Past,They,They came,ew hatin,ئەو ھاتن
Come,Present,I,I come,ez di hêm,ئەز د ھێم
Come,Present,You,You come,tu di hêy,تو د ھێی
Come,Present,He/She,He/She comes,ew di hêt,ئەو د ھێت
Come,Present,We,We come,em di hên,ئەم د ھێن
Come,Present,You (pl.),You come,hîn di hên,ھین د ھێن
Come,Present,They,They come,ew di hên,ئەو د ھێن
Come,Future,I,I will come,ez dê hêm,ئەز دێ ھێم
Come,Future,You,You will come,tu dê hêy,تو دێ ھێی
Come,Future,He/She,He/She will come,ew dê hêt,ئەو دێ ھێت
Come,Future,We,We will come,em dê hên,ئەم دێ ھێن
Come,Future,You (pl.),You will come,hîn dê hên,ھین دێ ھێن
Come,Future,They,They will come,ew dê hên,ئەو دێ ھێن
Comfort,Past,I,I comforted, ez mortaḧ kirim,ئەز مورتاح كرم
Comfort,Past,You,You comforted, tu mortaḧ kirî,تو مورتاح كری
Comfort,Past,He/She,He/She comforted, ew mortaḧ kir,ئەو مورتاح كر
Comfort,Past,We,We comforted, em mortaḧ kirîn,ئەم مورتاح كرین
Comfort,Past,You (pl.),You comforted, hîn mortaḧ kirin,ھین مورتاح كرن
Comfort,Past,They,They comforted, ew mortaḧ kirin,ئەو مورتاح كرن
Comfort,Present,I,I comfort,ez  mortaḧ di kem,ئەز مورتاح د كەم
Comfort,Present,You,You comfort,tu  mortaḧ di key,تو مورتاح د كەی
